"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Беж;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012178;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"НС-U340-Бежевая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";8;604;http://alvitek.com.ru/upload/iblock/7be/7be35c7f2eade64793532d5c59f778e7.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Белая;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012185;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"НС-U340-Белая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";10;604;http://alvitek.com.ru/upload/iblock/a46/a46150a244a0b9417ff6003ebcd24d7e.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Голубая;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012192;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"НС-U340-Голубая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";8;604;http://alvitek.com.ru/upload/iblock/f49/f4927ec39f217adb39fa99ff1e56dbb2.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Розовая;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012208;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"НС-U340-Розовая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";8;604;http://alvitek.com.ru/upload/iblock/ec8/ec8110534d20a6865d21275a3361cbde.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-U340-Салатовая;340х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012215;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"НС-U340-Салатовая наволочка САТИН для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";9;604;http://alvitek.com.ru/upload/iblock/7a0/7a04fca4dabb996cb2721c6c8bf28518.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Беж;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012222;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"НС-Б-Бежевая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";5;292;http://alvitek.com.ru/upload/iblock/701/701a6d74d6c950ee963b4d03b2fb7f25.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Белая;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012239;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"НС-Б-Белая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";11;292;http://alvitek.com.ru/upload/iblock/3b6/3b624d985546725d149c8f81d9219547.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Голубая;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012246;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"НС-Б-Голубая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";6;292;http://alvitek.com.ru/upload/iblock/7ae/7aecb9e8b9ea71ee83638c850df91158.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Розовая;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012253;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"НС-Б-Розовая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";10;292;http://alvitek.com.ru/upload/iblock/be7/be7ac721cda97f3b4fa1fb49555c26e0.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Стандарт;НС-Б-Салатовая;180х35;;;;;;;;;;;;;;Сатин;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012260;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"НС-Б-Салатовая наволочка САТИН для подушки Бумеранг ""ДЛЯ БЕРЕМЕННЫХ""";8;292;http://alvitek.com.ru/upload/iblock/8db/8db61d307abe4b4453b8f1a4d8ddcd57.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Бежевая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011812;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-J-Бежевая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";6;252;http://alvitek.com.ru/upload/iblock/ceb/ceb12af14909970214c760df65b5a392.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Белая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011829;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-J-Белая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";10;252;http://alvitek.com.ru/upload/iblock/602/6024f1babcaa5fb4085006c0726fa283.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Голубая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011836;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"НБ-J-Голубая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";6;252;http://alvitek.com.ru/upload/iblock/285/2856ad0d39c920db50c5c94d4768520d.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Розовая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011843;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-J-Розовая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";12;252;http://alvitek.com.ru/upload/iblock/03f/03f11a65736dd3c3f399d9057e32a619.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-J-Салатовая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011850;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-J-Салатовая наволочка БЯЗЬ для подушки J ""ДЛЯ БЕРЕМЕННЫХ""";10;252;http://alvitek.com.ru/upload/iblock/675/6751fb5c6877400132b2df393eaf9dff.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Бежевая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011867;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U280-Бежевая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";8;268;http://alvitek.com.ru/upload/iblock/651/65114e4fdfbd45e3a93f0ad8fcde058f.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Белая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011874;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U280-Белая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";16;268;http://alvitek.com.ru/upload/iblock/0f4/0f488f2cd6479a7046204d680ad61b20.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Голубая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011881;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U280-Голубая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";11;268;http://alvitek.com.ru/upload/iblock/496/496962b6de3101c7033295c9c74bc787.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Розовая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011898;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U280-Розовая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";6;268;http://alvitek.com.ru/upload/iblock/11b/11b7f26fd3a01d5e8f5fc9ce777fad73.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U280-Салатовая;280х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011904;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U280-Салатовая наволочка БЯЗЬ для подушки U280 ""ДЛЯ БЕРЕМЕННЫХ""";6;268;http://alvitek.com.ru/upload/iblock/2b0/2b0c30b44091589fa0098adcbd1b7461.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U340-Белая;340х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011928;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U340-Белая наволочка БЯЗЬ для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";7;362;http://alvitek.com.ru/upload/iblock/71e/71e61bbb9170ff05181347caa8d36fe6.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U340-Голубая;340х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011935;;Голубой;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U340-Голубая наволочка БЯЗЬ для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";7;362;http://alvitek.com.ru/upload/iblock/2f2/2f2d70e173a687c7b4c21bad9182b385.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U340-Розовая;340х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011942;;Розовый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U340-Розовая наволочка БЯЗЬ для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";9;362;http://alvitek.com.ru/upload/iblock/5d4/5d40b7b2e0395179d1646ec25cc96837.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-U340-Салатовая;340х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048011959;;Салатовый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-U340-Салатовая наволочка БЯЗЬ для подушки U340 ""ДЛЯ БЕРЕМЕННЫХ""";6;362;http://alvitek.com.ru/upload/iblock/3a0/3a0e5a6d0ecc057e4ccde2bc05019097.jpeg;
Наволочка;"Для беременных";"AlViTek (АльВиТек)";Россия;Традиция;НБ-С-Бежевая;400х35;;;;;;;;;;;;;;Бязь;"100% хлопок";;Молния;;;;;"Пакет ПВХ";;"1 шт.";;;4607048012024;;Бежевый;;;"Тональность изделия может отличаться от фото";;;;;"НБ-С-Бежевая наволочка БЯЗЬ для подушки С ""ДЛЯ БЕРЕМЕННЫХ""";6;346;http://alvitek.com.ru/upload/iblock/e8f/e8ff63eceb00681186c078bbdbfe87fc.jpeg;
