"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-133;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567747;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-133  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/b86/b86b54ab4372fb69011c4886da6e255e.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-134;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567754;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-134  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";8;1424;http://alvitek.com.ru/upload/iblock/d5b/d5bb61da876c670b64f0fd256574107c.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-135;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567761;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-135  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/8b1/8b16848065f1de10be059bf02afa4672.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-136;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567778;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-136  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/dfb/dfb3965e44a07b0a820e5ac848fb870c.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-137;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567785;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-137  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/e7a/e7a3099c8be709231b391c4119f076cd.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-138;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567792;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-138  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";4;1424;http://alvitek.com.ru/upload/iblock/944/9447a5de82f617c94c8b801d618911db.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-139;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567808;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-139  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";3;1424;http://alvitek.com.ru/upload/iblock/0a7/0a7197ed8d1b09ce3c8be7ab720ec3fd.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-140;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567815;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-140  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/275/275635141e224f29ef29a5fffe98e2e9.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-141;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567822;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-141  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";5;1424;http://alvitek.com.ru/upload/iblock/dfa/dfabb6164efb79422f79ec921c2e3dd0.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-142;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567839;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-142  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/918/9181586f6dc7bbf899e64bbd5e6a0dfd.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-144;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567853;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-144  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";7;1424;http://alvitek.com.ru/upload/iblock/877/877156997fae237deb662ce8a50b2c2f.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-145;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567860;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-145  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/c12/c1262857ee42fc861eef9852d73ea863.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-146;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567877;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-146  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/4b2/4b24f795556331d4e5bd68baf4f732d8.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-147;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567884;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-147  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";8;1424;http://alvitek.com.ru/upload/iblock/f75/f75468c5ec2c581d068c2ec203fbc162.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-148;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567891;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-148  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/3d3/3d3673f901aa984106d0f070e1b844b8.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-149;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567907;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-149  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/e26/e268bd53520f1814005636977501d98b.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-150;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567914;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-150  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";9;1424;http://alvitek.com.ru/upload/iblock/570/570a0c226d64576aa3c0c58400f1ed03.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-151;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567921;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-151  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";10;1424;http://alvitek.com.ru/upload/iblock/dce/dce4a3f6b85a7937cd9704014d4346fe.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-152;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567938;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-152  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";7;1424;http://alvitek.com.ru/upload/iblock/5c5/5c5f98dc5ca306b60988ca7d2afa4b05.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-153;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567945;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-153  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";7;1424;http://alvitek.com.ru/upload/iblock/d98/d98ad1035ad4357b3ba554343a426599.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-154;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567952;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-154  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";8;1424;http://alvitek.com.ru/upload/iblock/13b/13b6716719cfd0053bd35617e1ad9ced.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-1-155;Полутороспальное;;;"70х70 (2шт.)";150х210;150х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567969;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-1-155  КПБ 1.5 Сатин печатный + нав-ки ( 70х70х2шт ) ""АльВиТек""";8;1424;http://alvitek.com.ru/upload/iblock/b71/b71a2415f0bc54702d954b0acc22d555.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-097;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567976;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-4-097  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";8;1708;http://alvitek.com.ru/upload/iblock/1bc/1bc030a424bfcbefd9452bc930278e02.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-098;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567983;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-4-098  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";8;1708;http://alvitek.com.ru/upload/iblock/54e/54eb12c2e3744afa0d32217fc460e6b6.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-099;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925567990;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-4-099  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";8;1708;http://alvitek.com.ru/upload/iblock/cd8/cd8bfb77e135f07c33074d03c3837ebf.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-100;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568003;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-4-100  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";8;1708;http://alvitek.com.ru/upload/iblock/c97/c97c57ecb1af799bfa2794a923fe2801.jpeg;
"Комплект постельного белья";;"AlViTek (АльВиТек)";;;АльВиТек-CA-4-101;Двуспальное;;;"70х70 (2шт.)";180х215;200х220;Обычная;;;;;;;;Сатин;"100% хлопок";;Молния;Молния;;;;"Прямоугольная ПВХ";;;;;2000925568010;;;;;"Тональность изделия может отличаться от фото";;;Пигментная;;"CA-4-101  КПБ 2сп Сатин печатный + нав-ки ( 70х70х2 шт ) ""АльВиТек""";13;1708;http://alvitek.com.ru/upload/iblock/420/42031f9b6f9e6c9f364c5ff2127cc518.jpeg;
"Комплект постельного белья";;СайлиД;Китай;;А-22-158;Евро;;;"70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985646;;;;;"Тональность изделия может отличаться от фото";;;;;"A-158 КПБ евро поплин ""САЙЛИД""";4;1829;http://alvitek.com.ru/upload/iblock/70f/70fbee68bd804392e2039ec0f1b07556.jpeg;
"Комплект постельного белья";;СайлиД;Китай;;А-22-162;Евро;;;"70х70 (2шт.)";200х220;220х240;Обычная;;;;;;;;Поплин;"100% хлопок";;Прорезь(запах);Молния;;;;"Прямоугольная ПВХ";;;;;2000844985653;;;;;"Тональность изделия может отличаться от фото";;;;;"A-162 КПБ евро поплин ""САЙЛИД""";1;1829;http://alvitek.com.ru/upload/iblock/177/177effac20ce8b2e7e995185211bebde.jpeg;
Одеяло;Холфит;"AlViTek (АльВиТек)";Россия;Комфорт;ОБТФН-О-20;172х205;Легкое;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Полисатин;"100%  пэ";;;;;"Одноигольная машина";"Бейка ПЭ";"Пакет с ручкой";;;;;4607048004272;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"ОБТФН-О-20  Одеяло 172х205 легкое";25;581;http://alvitek.com.ru/upload/iblock/2ce/2cefd6ff2c6a525a2eacd771dff2fe1c.jpeg;"одеяло с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 200 г/кв.м), чехол -ПЭ, окантовка- бейка ПЭ, бирка, постер, в пакете с ручкой"
"Комплект постельного белья";;СайлиД;Китай;;В-20-111;Двуспальное;;;"50х70 (2шт.)+70х70 (2шт.)";180х215;220х250;Обычная;;;;;;;;Сатин;"100% хлопок";;Прорезь(запах);Молния;;;;"Квадратная ПВХ";;;;;2000727673646;;;;;"Тональность изделия может отличаться от фото";;;;;"B-111 КПБ 2сп сатин ""САЙЛИД""";1;2415;http://alvitek.com.ru/upload/iblock/364/364dd61a62b716386a60e09a1cfedc06.jpeg;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-53/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560908;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-53/040 Наволочка ""Гобелен"" 38х38";8;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-46/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560915;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-46/040 Наволочка ""Гобелен"" 38х38";2;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-38/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560922;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-38/040 Наволочка ""Гобелен"" 38х38";2;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-41/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560939;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-41/040 Наволочка ""Гобелен"" 38х38";1;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-45/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560946;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-45/040 Наволочка ""Гобелен"" 38х38";6;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-51/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560960;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-51/040 Наволочка ""Гобелен"" 38х38";8;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-42/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560977;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-42/040 Наволочка ""Гобелен"" 38х38";1;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-48/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560984;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-48/040 Наволочка ""Гобелен"" 38х38";3;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-54/040;38х38;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925560991;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-54/040 Наволочка ""Гобелен"" 38х38";3;56;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-44/5050;50х50;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925561004;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-44/5050 Наволочка ""Гобелен"" 50х50";3;77;;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-46/5050;50х50;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925561011;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-46/5050 Наволочка ""Гобелен"" 50х50";33;77;http://alvitek.com.ru/upload/iblock/014/01484910433eac31eb8ab79866def8e6.jpeg;
Наволочка;Гобелен;"AlViTek (АльВиТек)";Россия;;НГ-49/5050;50х50;;;;;;;;;;;;;;;"50% хлопок/50% полиэстр";;Молния;;;;;;;;;;2000925561028;;;;;"Тональность изделия может отличаться от фото";;;;;"НГ-49/5050 Наволочка ""Гобелен"" 50х50";5;77;;
Плед;Эльф;Vladi;Украина;;"Э-200- 05-01";200х220;Легкое;;;;;;;;;;;;;;;;;;;;;"Сумка оригинальная";;;;;2000861387454;;;;;"Тональность изделия может отличаться от фото";;;;"70% овечья шерсть+30% ПЭ";"05-01 Бел/беж/кор  200х220 Эльф плед новозеланд. шерсть";7;1668;http://alvitek.com.ru/upload/iblock/aba/aba9a5281d896d7cd808d37c9ef4e2e2.jpeg;
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Традиция;ОМШ-15;140х205;Теплое;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Микрофибра;"100%  пэ";;;;;"Одноигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008263;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"ОМШ-15 Одеяло ""Модерато-Эко"" 140х205 классическое-всесезонное";10;641;http://alvitek.com.ru/upload/iblock/7df/7df3ae3db866b033e32d6465aecdc147.jpeg;"одеяло с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань микрофибра , кант атласный, бирка, постер, в чемодане"
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Традиция;ОМШ-20;172х205;Теплое;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Микрофибра;"100%  пэ";;;;;"Одноигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008270;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"ОМШ-20 Одеяло ""Модерато-Эко"" 172х205 классическое-всесезонное";7;744;http://alvitek.com.ru/upload/iblock/fd6/fd657f1cf0802b1317a308379ad1bb1f.jpeg;"одеяло с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань микрофибра , кант атласный бирка, постер, в чемодане"
Одеяло;Модерато;"AlViTek (АльВиТек)";Россия;Традиция;ОМШ-22;200х220;Теплое;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Микрофибра;"100%  пэ";;;;;"Одноигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008287;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"ОМШ-22 Одеяло ""Модерато-Эко"" 200х220 классическое-всесезонное";4;899;http://alvitek.com.ru/upload/iblock/13d/13d0e90715b05b327939a8f2a827acf8.jpeg;"одеяло с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань микрофибра , кант атласный, бирка, постер, в чемодане"
Подушка;Модерато;"AlViTek (АльВиТек)";Россия;Люкс;ПМШ-050;50х68;;Средняя;;;;;;;"Овечья шерсть,пэ";"Искуственный ""Лебяжий пух""";;"100 гр/кв.м";"0,65 кг";Микрофибра;"100%  пэ";;;;;"Многоигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008386;;Кремовый;;;"Тональность изделия может отличаться от фото";;1кг;;;"ПМШ-050 Подушка ""Модерато-Эко"" 50х68";16;367;http://alvitek.com.ru/upload/iblock/03c/03c0a835e7ed14626ee5ac4079175f8e.jpeg;"подушка: стеганный чехол (наполнитель овечья шерсть 100 г/кв.м, ткань - микрофибра), наполнитель ""Лебяжий пух"" ( 0,8 кг высокосиликонизированное микроволокно), кант атласный, бирка, постер, в сумке"
Подушка;Модерато;"AlViTek (АльВиТек)";Россия;Люкс;ПМШ-070;68х68;;Средняя;;;;;;;"Овечья шерсть,пэ";"Искуственный ""Лебяжий пух""";;"100 гр/кв.м";"0,8 кг";Микрофибра;"100%  пэ";;;;;"Многоигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008393;;Кремовый;;;"Тональность изделия может отличаться от фото";;1,2кг;;;"ПМШ-070 Подушка ""Модерато-Эко"" 68х68";13;425;http://alvitek.com.ru/upload/iblock/8e6/8e6ced51c974dadf9ed38964ddbc4940.jpeg;"подушка: стеганный чехол (наполнитель овечья шерсть 100 г/кв.м, ткань - микрофибра), наполнитель ""Лебяжий пух"" ( 1кг высокосиликонизированное микроволокно), кант атласный, бирка, постер, в сумке"
Подушка;Сахара;"AlViTek (АльВиТек)";Россия;Традиция;ПМВ-050;50х68;;Средняя;;;;;;;"Верблюжья шерсть,пэ";"Искуственный ""Лебяжий пух""";;"100 гр/кв.м";"0,65 кг";Микрофибра;"100%  пэ";;;;;"Многоигольная машина";"Кант атласный";"Сумка оригинальная";;;;;4607048008409;;Кремовый;;;"Тональность изделия может отличаться от фото";;1кг;;;"ПМВ-050 Подушка ""Сахара-Эко"" 50х68";42;383;http://alvitek.com.ru/upload/iblock/140/1409792a857da0a5581b825c6c7f0ba1.jpeg;"подушка: стеганный чехол (наполнитель верблюжья шерсть 100 г/кв.м, ткань - микрофибра), наполнитель ""Лебяжий пух"" ( 0,8 кг высокосиликонизированное микроволокно), кант атласный, бирка, постер, в сумке"
Плед;Эльф;Vladi;Украина;;"Э-170- 06-01";170х210;Легкое;;;;;;;;;;;;;;;;;;;;;"Сумка оригинальная";;;;;2000877291165;;;;;"Тональность изделия может отличаться от фото";;;;"70% овечья шерсть+30% ПЭ";"06-01 Сер.голуб/т.сер/бел.красн 170х210 Эльф плед новозеланд. шерсть";21;1323;http://alvitek.com.ru/upload/iblock/3eb/3eb1d3e76164e6247f9924d83c748f37.jpeg;"Плед ""VLADI""  ""Эльф"", шерсть - 100%, в сумке  ПВХ ручкой"
Салфетка;;7-Я;Китай;;7-Я-N36;34х34;;;;;;;;;;;;;;Ткань-Лен;;;;;;;;Пакет;;"20 шт.";;;2000925495132;;;;;"Тональность изделия может отличаться от фото";;;;"100% хлопок";"N36  Веселые зонтики Т-Л 34х34 (20) салфетка 7-Я";9;1173;http://alvitek.com.ru/upload/iblock/a0f/a0f509083807957e2417c0d6bfdde93b.jpeg;
Наматрасник;Сахара;"AlViTek (АльВиТек)";Россия;;НВШР-200;200х200;;;;;;;;"Верблюжья шерсть,пэ";;;"300 гр/кв.м";;;Тик;"100% хлопок";;;;Резинка;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048007228;;Кремовый;;;"Тональность изделия может отличаться от фото";;;;;"НВШР-200  Наматрасник с резинкой ""Сахара"" 200х200";3;2351;http://alvitek.com.ru/upload/iblock/b17/b172de7f79c9280a950834c2c71c8c00.jpeg;"наматрасник на резинке с наполнителем из верблюжьей шерсти 300 г/кв.м, чехол (100 % хлопок)- ткань тик (бежевый) , окантовка косая бейка, бирка, постер, в чемодане"
